25 100
20
1 30
2 2043 3535188
3 2735539 -1
2 973 3691265
2 217 3730720
2 219 2363168
2 241 2401549
3 1553738 -1
2 2484 174337
2 1054 4354442
3 312034 -1
2 1110 4315767
2 1010 682204
3 4335812 -1
2 766 643622
2 848 96227
2 1769 135030
3 4220518 -1
2 1842 564694
3 4492229 2801
2 344 4493457
2 911 4512520
2 2615 4472975
3 4376882 -1
2 1920 603400
3 3672538 -1
2 1089 409188
2 2281 447387
2 1124 4120909
2 299 4082573
3 779755 1294
2 4613780 -1
2 864 779902
3 232684 1845
2 1170 233022
3 1208541 2401
2 1025 1209229
2 906 1228846
2 2698 1188835
2 1130 525306
3 176821 -1
2 704 486583
2 1745 1346106
2 2968 4276097
3 1553738 -1
3 2695762 -1
2 804 213665
2 1136 252578
2 684 2244700
2 692 2205983
2 349 2089179
2 1209 2050398
2 1434 3300515
2 1395 3339946
2 395 2989081
3 4806118 -1
2 307 3027554
2 289 3183192
2 1845 4667652
2 70 2129512
2 1891 2167054
2 2950 4002749
2 1676 4041716
2 265 292435
2 805 3496698
2 2451 4159023
2 2244 798465
2 2272 2674406
3 702798 -1
2 1696 2713735
3 4297166 -1
3 2579849 -1
2 1807 760177
2 2381 1932723
2 36 1894122
2 2899 3611659
3 701836 962
2 1697 710904
2 611 3652753
2 1532 2792692
2 311 2754148
3 4883164 2016
2 2926 4882709
2 20425 8532
2 2783 57341
2 1451 3964269
2 2408 3925148
2 2658 1698570
3 1150173 2462
3 4669497 -1
3 3614558 -1
2 1824 1150492
2 594 1660146
2 285 2598403
2 1345 2558333
2 2729 1267931
2 2490 1307528
2 2143 838364
2 2416 876329
3 2852792 -1
2 165 2832649
3 1755758 2651
2 164 1757002
3 4316877 -1
2 2930 1736511
3 2110662 -1
2 951 1775716
2 2241 2870343
2 1143 2479737
2 1083 2440291
3 4882709 2926
2 1177 4883584
2 1194 4864286
2 2295 4902314
2 613 4395199
2 784 4434906
2 1171 1855048
2 901 1816082
2 2604 2518325
3 174337 2484
2 2759 174200
2 3529540 -1
2 1188 4824074
3 2892854 -1
2 2401 4784625
3 1191533 -1
2 1774 2637123
2 278 3145011
2 1532 3106116
2 830 4198674
3 2050398 1209
3 3106116 1532
2 2464 2049770
2 2219 3105772
2 2625 4237724
3 838364 2143
2 2524 838173
2 217 3846605
2 1218 3885698
2 2250 3261220
2 302 3222831
2 633 2323465
3 1493317 2351
2 129 1494428
2 2755 2282719
2 1908 3066448
3 37489 2499
2 619 3769117
2 2943 3807742
2 2752 4745572
2 11109 4702242
3 1681181 -1
3 1698570 2658
2 1362 1699218
3 3497503 -1
2 2540 2949366
3 3964269 1451
2 412 3964789
2 2010 2910143
2 857 4981312
2 1966 4941293
2 29 1075941
2 2900 1039968
2 1978 971939
2 2641 1006195
2 1130 1479379
3 2265643 -1
2 955 1508563
2 2250 42024
3 214469 -1
2 1635 911913
2 570 941241
2 1600482 -1
2 2831 3372586
2 861 3402822
2 2308 1536706
2 2055 1566634
2 2123 725385
2 1488 696315
2 2961 1594953
2 1390 1625704
2 2872 3461040
2 1282 3432276
3 3614558 -1
2 2706 4604338
2 2227 4634182
2 2312 4574436
2 1275 4545224
2 731 1378448
3 878745 -1
3 1935104 -1
2 2923 1401792
2 2034 322860
2 1976 376087
2 1821 1452609
2 2791 1427257
2 407 3740286
2 1579 3720378
2 43 2372900
2 671 2353298
3 2285474 -1
3 3046626 2341
3 3846822 -1
2 1769 3046270
2 863 2410888
3 2951906 -1
2 1130 2391455
2 1727 1980992
3 3163672 760
2 275 3164103
2 646 1961941
2 1050 4072610
3 4981312 857
2 454 4981514
3 410277 -1
2 20 4092300
2 505 2119834
2 1383 2138315
2 451 3154470
2 2555 3172507
2 945 1884253
2 1858 1902625
2 306 3018019
2 2454 2097682
3 322860 2034
2 1131 323311
3 1150492 1824
3 4784625 2401
2 1592 1150608
2 1489 4785081
2 1980 2078808
2 2332 3191695
2 1305 1102210
3 1962587 -1
3 467926 -1
2 2273 1121553
2 1947 652786
3 335720 29512
3 4072610 1050
2 1637 349446
2 663 336612
3 4180570 -1
2 506 363332
2 2438 4071916
2 1790 633355
2 2624 300753
2 1944 282098
2 2199 3700502
2 478 3681662
3 4669497 -1
2 624 2998524
2 1649 2978896
2 2079 4502121
3 4561940 -1
2 2691 4521445
2 246 106294
2 1300 86235
2 1026 476741
2 2498 495366
3 4237724 2625
2 1030 4238522
3 2324098 -1
2 2914 4343670
2 1910 4363856
2 792 672497
2 2847 3563773
3 3904822 2803
3 447387 2281
2 2880 3904592
2 2290 447383
3 8532 20425
2 371 20826
2 2529 30346
3 106540 -1
2 57 10384
2 2072 3583978
2 1512 2763008
3 3611659 2899
2 1770 3612224
2 1823 2743932
2 687 4325834
2 2060 4305436
3 2459470 2201
2 2149 2459481
3 2520929 -1
2 1475 2234663
3 349446 1637
3 4922163 1855
2 1310 4922296
2 2405 349101
2 698 2254334
2 2649 2214647
3 4092300 20
2 833 4091893
2 2106 1237995
2 423 2196475
3 3807742 2943
2 2761 3807833
2 1721 1218689
2 2823 2840697
3 2870343 2241
3 3194027 -1
3 876329 2416
2 1201 876936
2 882 2871023
3 4804376 1742
3 1006195 2641
2 1918 4804363
2 1842 1006595
2 658 2823025
2 1779 2607076
3 2342236 1863
2 2107 2337644
2 2490 2587881
3 4161474 -1
2 497 223497
3 1121553 2273
2 1740 1121819
3 544881 1629
2 2858 544136
2 2842 202968
2 2012 1765435
3 2929442 2900
2 1718 2929900
2 496 1785694
3 4574436 2312
3 1378448 731
2 1697 4574744
2 2838 1377395
2 1777 3954639
3 652786 1947
2 1713 652903
2 1277 3973823
2 461 419297
2 2126 398875
2 2656 1160118
2 2865 1139929
2 2892 3661154
2 224 3643405
2 2410 4110472
3 672497 792
3 4453922 1187
2 1103 4453781
2 2724 671531
3 1401792 2923
2 1746 1402381
2 533 4130998
2 1784 3505834
3 1765435 2012
3 3478253 -1
2 302 1766290
2 1724 3486613
2 1151 515508
2 858 1669521
2 2284 1649794
2 1998 3036066
2 708 3056889
3 3720378 1579
2 2133 3720101
2 1906 3836449
3 2324098 -1
2 2098 3854976
2 250 262782
3 3068356 -1
3 1039968 2900
2 656 1041090
2 1075 242847
2 107 3135766
3 1649794 2284
3 2078808 1980
2 1451 2079073
3 3066448 1908
2 2939 3070248
2 2579 1649646
3 1240101 -1
2 1944 3212681
2 2373 3231124
3 2773069 1624
2 1250 2777981
3 1041746 -1
2 1999 4385041
2 521 4404710
2 377 2020823
2 160 2000583
2 1051 3330303
3 1346106 1745
2 1988 1345984
2 701 3350108
2 2335 2860740
2 1976 2880032
3 1536706 2308
2 2648 1536536
2 24 4425778
2 2784 124526
2 2182 144819
2 100 3311007
2 634 3291090
2 560 3546050
3 2479737 1143
2 421 2480077
3 4198674 830
2 1431 4198373
2 49 2489697
2 2156 2469775
2 361 3525909
2 2879 574188
2 2481 593087
3 398875 2126
3 1041090 656
3 4258603 -1
2 409 1041214
3 2929900 1718
2 982 2930268
2 1744993 -1
2 1165 399355
2 1834 613475
2 1377 2313708
3 4786570 -1
2 1202 1825448
3 2518325 2604
2 2713 2518270
2 1326 1806353
3 3419083 -1
2 781 2939917
3 4002749 2950
2 1404 4003522
2 1231 3993815
2 1617 4013208
3 4687479 1923
2 1660 4685039
2 2248 2920086
2 2939 3758593
2 1804 3777888
2 64 2450395
2 633 4854917
2 40 4874512
2 2530 2429978
3 147001 -1
2 352 4444559
2 707 4463576
2 311 887021
2 2714 866540
2 1603 4031891
2 775 4052027
3 654616 -1
3 712601 -1
2 706 1689846
2 2998 1708099
2 17 4972489
2 281 4990843
3 1248345 2255
3 1594953 2961
2 327 1253852
2 366 1596250
2 1046 2548798
2 1744 2567818
3 911913 1635
2 1651 911905
2 1006 1356473
2 1266 1336347
2 2090 4228475
2 2743 4247182
3 2871023 882
2 1874 2802287
3 3448642 -1
2 1766 1845166
2 2938 1863749
3 4589245 2731
2 1258 4589760
2 2031 4657645
2 2493 2723171
2 120 2704688
3 818409 2346
2 986 818948
2 1896 808880
2 1288 828409
2 2467 4833007
2 1652 2177089
3 2030147 1920
2 1355 2034807
2 667 2157751
3 4636409 -1
3 42024 2250
3 4354442 1054
3 1884253 945
2 1054 44581
2 2924 1883263
2 2871 769507
3 303377 -1
3 3827631 568
3 252578 1136
2 1468 3822787
2 1356 252674
3 3546050 560
3 3993815 1231
2 2317 3545171
3 223497 497
2 104 223693
2 546 3994158
3 2656721 -1
2 2835 749801
2 1290 3876100
2 2998 436934
2 588 458329
2 1664 3602446
2 167 3622856
2 1886 4483580
2 368 4775994
2 1651 4207880
2 2918 4188012
2 225 165191
2 112 185799
2 1768 4794582
3 4728553 -1
3 127310 -1
3 3664046 -1
2 4541336 -1
2 2102 4814126
3 1679161 2020
2 2041 1679092
2 1256 2060458
3 1902625 1858
2 1060 1903024
2 2572 534000
2 890 555399
2 1916 788657
2 2078 1178948
2 262 1200250
3 866540 2714
2 1231 867281
2 2854 4912025
3 4874552 -1
2 2455 4931222
3 3231124 2373
2 1657 3231482
2 2535 2684253
2 2826 2664150
3 1254179 -1
2 2936 3894286
3 2608855 -1
3 1669521 858
2 1926 1668953
3 3476311 1942
2 1522 3474501
2 596 3916012
2 1080 2647186
3 3720101 2133
2 931 3720702
2 2289 2627149
2 421 1923702
2 2415 1942707
2 2466 4148989
2 2564 4168992
2 1072 1747685
2 982 1727240
2 1238 4892918
3 3822787 1468
2 2246 3822398
3 878137 -1
3 3631886 2396
2 243 3633092
2 928 3935854
2 1471 4287077
3 376087 1976
2 547 376104
2 2450 4266125
2 190 1298707
2 1319 1318084
2 2668 848072
2 2191 3115601
3 1748757 -1
3 1237995 2106
2 2548 1240528
2 2475 3095829
2 11704 3266309
2 690 3252184
2 1702 67949
2 1242 1278705
3 4865480 -1
2 2781 2900108
2 540 4951627
2 1073 4354683
2 1210 2528987
2 1754 2508784
2 1201 2273580
2 1366 2293329
2 1434 3798597
3 303377 -1
2 889 2959974
3 388918 1770
3 1825448 1202
2 2508 386749
2 1909 1825095
2 1210 4756229
2 1867 4736129
2 695 2871206
2 270 1083927
2 2570 1066564
2 1475 1032480
2 1544 1048847
3 2713735 1696
2 1755 2713112
3 2777981 1250
2 1389 2777911
3 2764520 -1
3 1178948 2078
3 3419083 -1
2 1878 1179048
3 3865228 2565
2 574 3866300
3 2538201 2108
2 2149 2538423
2 1770 4693585
2 1436 4676550
2 580 998679
3 740292 1968
3 896216 2351
3 4110472 2410
2 2241 898498
2 474 738417
2 1863 4110745
2 1943 1015091
2 193 964251
2 2038 980489
2 121 1501499
3 69651 -1
2 1684 1515679
2 1699 1486619
3 4676550 1436
2 2402 4676067
2 1961 1471439
2 967 948267
3 790573 -1
3 819934 -1
2 1175 933714
2 107 1261001
2 538 1603176
3 3266309 11704
3 4159023 2451
2 2964 4158741
2 1544 3271389
3 1066564 2570
2 1637 1067031
2 2608 1588117
2 1859 2042036
3 3800031 -1
3 1894158 -1
2 1394 2027306
2 1290 3409817
2 2069 3395009
3 933714 1175
3 1243076 -1
2 510 934047
2 1522 2345763
2 1303 2330219
3 349101 2405
3 1640241 1485
3 1952751 -1
2 1821 349393
2 2137 1637301
2 2696 2784648
2 11 2771210
2 1113 919668
3 2694364 1398
2 1227 2695124
2 1334 4597011
2 2252 4581974
2 977 3425191
3 1610275 2283
2 593 1614412
3 2049770 2464
3 1932723 2381
2 439 1933195
2 962 2051695
2 199 3440055
2 367 689581
2 2347 703180
2 1237 4552388
2 1868 4537783
2 2648 1558862
2 667 1574803
3 613475 1834
2 853 613966
2 1522 4719010
2 1907 4567388
2 43 718971
2 2519 3062663
2 1177 3078924
2 780 4627491
2 482 4642469
2 2483 1544242
2 2229 1529122
2 43 3381682
2 1949 3365325
2 2116 3453783
3 2695124 1227
3 4912025 2854
2 953 2695261
2 1115 4912895
2 2083 4612184
2 606 369668
2 2354 329350
2 914 342877
2 723 356911
2 629 3830232
2 348 3816322
2 2559 37448
2 2507 50234
3 2978896 1649
3 1536536 2648
2 2610 2978416
3 3787844 2952
3 4239552 -1
2 2287 3788001
2 381 1537606
2 298 317523
2 1028 892401
2 904 905870
2 1469 1396095
3 703180 2347
2 741 703983
3 3623023 -1
2 2840 1408258
2 185 744253
2 2952 731486
3 2763008 1512
2 2734 2761467
3 900739 -1
3 2723171 2493
2 1169 2723551
3 4335479 333
2 2150 4334020
2 717 1459497
2 59 1447154
2 1197 1234541
3 4247182 2743
3 3822398 2246
2 2735 4247186
2 2118 3822392
3 37448 2559
2 2676 37390
2 984 1247972
3 2761467 2734
2 1476 2762096
3 4726192 2361
2 1539 4727561
2 1135 1619787
3 4512520 911
2 2351 4511647
2 511 1608807
3 1486619 1699
2 60 1487438
2 1065 3480785
2 1474 3468469
2 2134 1371050
2 2550 1384236
2 1700 14783
3 4343670 2914
3 2187390 -1
2 1881 4344486
2 1099 4642
2 1048 1421550
2 2088 1434187
3 135030 1769
3 4404710 521
3 2061714 -1
2 1577 4404182
3 1396095 1469
2 4256519 -1
2 2905 134612
2 734 1396463
3 1218689 1721
3 1886187 -1
2 1947 1218576
2 93 1644495
3 1240528 2548
2 1223 1241243
2 2626 1630884
3 202968 2842
2 1265 203756
3 262782 250
2 2540 261795
3 3691265 973
3 838173 2524
2 2631 837569
2 2837 3689902
2 662 381369
2 441 394085
2 1554 3637593
2 2691 3626712
2 2372 2376514
2 2931 2366678
3 4702242 11109
2 2364 4706000
3 2743932 1823
3 2391455 1130
2 1569 2391235
3 1298897 -1
2 179 2744754
2 1673 4712850
2 2633 4699361
2 2715 3744010
3 4727561 1539
2 1255 4727703
2 743 3735240
3 436934 2998
2 550 438158
2 2321 3012244
2 809 3022535
2 320 3861527
3 156407 -1
2 935 3871019
3 3446751 1891
2 262 3446887
2 1310 227754
2 501 218830
2 2689 100340
2 177 111061
3 3563773 2847
2 2932 3563731
2 1269 2739512
2 1302 2748889
2 338 2494177
2 622 2358257
2 2288 2483953
3 2860740 2335
2 2613 2860692
2 2177 1966094
2 854 1956919
3 409188 1089
3 400520 -1
2 1063 409377
3 633355 1790
2 2858 632821
3 632821 2858
3 1668953 1926
2 1408 633546
2 687 1669572
2 1330 3158847
2 1263 3149248
2 2642 2123604
3 3486613 1724
2 1348 3488600
3 3547488 -1
3 3945080 1187
2 1025 3945198
2 2325 2114085
3 3018325 -1
3 3563731 2932
3 927363 -1
3 4699361 2633
2 1015 3564689
2 876 4700239
3 1253852 327
2 867 1254545
3 2960863 -1
2 185 25679
3 3433558 -1
2 2393 3139245
3 3671836 702
2 846 3672431
2 2109 3130143
2 1407 1761024
2 907 1770700
2 1354 3647514
2 1320 4429694
3 3925148 2408
2 2315 3925073
2 2734 4419859
2 2135 2405271
2 714 2415943
3 3854976 2098
3 4581974 2252
2 2952 3852698
2 1293 4582454
2 2038 3715139
2 2929 3724712
3 1209229 1025
2 2194 1208447
2 2601 2190632
2 862 2201009
2 2705 1936818
2 509 1928404
2 2361 3305297
2 1275 3314998
2 1760 1995175
3 1590725 -1
2 774 2004883
2 105 3003620
3 3311107 -1
2 1687 2993156
3 1508563 955
2 1617 1507841
2 95 4869948
3 2993156 1687
2 233 2993883
2 1525 4878305
3 1048847 1544
2 889 1049175
2 1224 1780568
2 1154 1790126
3 1957773 -1
2 900 2454520
2 2831 4095821
3 2282719 2755
2 323 2283893
2 1663 2287941
2 2620 2278027
3 3861847 -1
3 144819 2182
2 1447 145546
2 485 2445642
3 1699218 1362
3 2704688 120
2 2139 1698256
2 292 2704517
2 1764 4086500
3 2664150 2826
2 1919 2664604
2 2620 422958
3 2739512 1269
2 2933 2738680
3 4395199 613
2 1647 4394787
3 4559514 2426
2 8 4560502
2 2489 4975765
2 509 4967731
2 1827 2827252
2 1152 4135438
2 1547 2817769
3 3263470 -1
2 1898 4125566
2 1026 4320842
3 828409 1288
3 3461040 2872
2 715 828394
2 525 3461921
2 1817 2248950
2 2362 2258326
3 4136590 -1
2 2067 2015316
2 2051 3520424
2 2401 3529528
2 3 882577
3 1234541 1197
2 972 1235011
2 1064 4995030
2 745 4986033
3 772378 -1
2 2343 4448174
2 2508 4438870
3 3965201 -1
2 1248 1907893
3 555399 890
3 798465 2244
2 841 799306
3 1708099 2998
3 4785081 1489
2 1351 1708830
2 2261 4784341
3 1727240 982
2 169 555759
2 876 1727293
2 2086 1897548
2 4531102 -1
3 4374126 2756
2 2514 4374146
2 305 3618272
2 178 404859
3 1649646 2579
3 633546 1408
2 936 633782
3 1507841 1617
3 2968931 1430
2 727 2969276
2 263 1652235
2 2470 1507414
2 372 638984
2 425 629118
2 2346 413695
2 1610 3051659
2 1513 189575
2 2576 180091
2 2430 1673460
3 2190632 2601
2 2860 2190502
2 1233 1664539
2 1577 3988960
3 2234663 1475
2 1103 2234849
2 694 3998766
3 3876100 1290
2 2317 3877667
2 230 482060
2 1379 471644
3 2880032 1976
2 1880 2880078
2 1636 3569288
2 611 3559982
2 1197 3295521
2 1623 3285883
2 2006 159796
2 433 169591
2 839 3345305
2 1306 3354539
2 946 559838
2 254 551249
2 2100 247248
2 1784 2239434
2 155 2230398
2 1711 2396321
3 2263982 1661
2 920 2266674
2 2685 2385520
2 601 4859617
2 1538 4849780
2 1645 2143242
2 112 794883
2 2677 803175
2 369 2133764
2 639 1097529
3 4700239 876
2 804 4700275
2 1361 1107195
2 318 4771476
2 1027 1195378
2 551 1685214
2 1206 91278
2 1305 4458577
2 2256 4467501
3 1440414 1344
2 951 1441239
2 2213 80783
2 491 2728817
2 499 2718959
2 2242 432699
3 4325834 687
3 4086500 1764
2 1171 4327358
2 752 4087006
3 4385041 1999
3 419297 461
2 1129 4385159
2 2167 441962
2 482 2944791
3 3330303 1051
3 4095821 2831
3 4824074 1188
2 2746 3329455
3 1781792 -1
3 3744010 2715
2 2296 4823469
2 2578 3744079
3 2978416 2610
2 398 2979343
2 183 2974581
2 620 2984101
3 971939 1978
2 2623 971155
2 455 4097009
3 2248950 1817
3 2459481 2149
2 2360 2461417
2 2133 2248792
2 507 2935330
3 1032480 1475
3 4804363 1918
2 2142 4804167
2 750 1032842
2 504 453749
2 117 463186
2 1414 237812
2 1674 2073908
3 803175 2677
2 602 804212
2 1636 2084033
3 1673460 2430
3 3816670 -1
3 1637301 2137
2 2259 1637873
2 225 1674563
2 1434 1986327
2 2148 1975593
2 681 520642
3 4061438 2259
3 1912951 2151
2 2296 4061211
2 1586 1915628
2 667 510851
2 58 609614
3 892401 1028
2 1924 891953
2 405 618939
3 4642469 482
2 800 4642310
2 1123 208781
2 1269 198800
2 66 2153400
2 1622 2161925
2 982 4047218
3 3263470 -1
3 2079073 1451
2 2206 1302109
2 1490 1293647
3 905870 904
3 145546 1447
2 77 146231
2 1530 905557
3 2617243 2222
2 1947 2617028
2 35 141856
2 65 150632
3 208781 1123
3 2123604 2642
2 2909 2123471
3 788657 1916
2 1410 787119
2 1841 208422
2 2362 3978230
2 1988 3968518
2 2679 3910402
3 4511647 2351
3 1302109 2206
2 665 4512490
3 2469775 2156
3 948267 967
2 1085 2471384
2 1942 947779
2 2136 1302144
3 808880 1896
3 3904592 2880
2 2582 810590
2 1129 3903247
2 2094 657827
2 1580 647855
2 162 1127730
2 412 1117361
2 2399 1360530
2 1116 1351664
2 1859 4379980
2 2253 4389411
3 4685039 1660
2 259 4685897
3 3822392 2118
2 1749 3822576
2 1308 2553434
2 224 2690912
2 2795 3930223
2 667 3920507
2 1064 823632
2 90 833294
3 242847 1075
3 4328529 -1
2 522 2079546
2 1703 1713547
2 1784 1703720
2 1790 871829
2 1482 862328
2 1515 3940232
2 1749 3949556
2 1265 2964437
2 263 4056875
3 2900108 2781
3 4912895 1115
3 2723551 1169
2 393 4913256
2 1490 2900753
3 780766 -1
3 2910143 2010
2 2547 2909891
3 3012244 2321
3 3529528 2401
2 2877 2722699
3 218830 501
2 421 3013194
2 2113 218024
3 697803 -1
2 775 3530341
2 2027 4907919
2 1349 4917298
2 2640 4066391
3 1139929 2865
2 2858 1139933
3 2762096 1476
2 2903 2761383
2 1937 1801183
2 1361 1811200
2 2481 286998
2 2858 276473
3 4453781 1103
2 2055 2601854
2 2927 3666775
3 1845166 1766
2 2814 1844642
2 1672 3676633
2 130 2309453
2 999 2318775
3 4823469 2296
3 2832649 165
3 3117792 -1
2 316 4824459
3 4459882 -1
2 623 2834576
2 2456 4368728
2 1507 3959849
2 2874 1330724
2 2944 1340326
3 2440291 1083
2 619 2438765
2 1852 4409018
2 2848 4946019
3 760177 1807
2 1686 760228
2 563 4956069
3 4892918 1238
2 464 4893305
3 2959974 889
2 335 2958004
3 2097682 2454
3 4765344 1932
3 2391235 1569
2 2461 2097678
3 2143242 1645
2 1504 4763705
2 1899 2143115
2 1220 4897431
3 1844642 2814
2 550 1845774
2 1554 1840635
2 2007 1849682
3 3661154 2892
3 1980992 1727
2 2460 3658839
2 639 1981714
2 2813 4887626
3 2827252 1827
3 2167054 1891
2 1426 2169605
3 2366678 2931
3 3271389 1544
2 1189 3271567
2 249 2829005
2 2697 2366795
3 2840697 2823
2 849 2842877
3 247248 2100
3 2114085 2325
3 980489 2038
2 1640 980619
2 784 245558
2 2869 2113813
2 643 3236992
2 1097 3226759
2 2433 3246794
2 2900 3255597
2 885 1722679
2 1485 1731597
2 2361 3500488
2 1701 3510933
3 1915628 1586
2 3923772 -1
3 760228 1686
2 1524 760309
2 1315 1915764
2 53 1224658
2 2210 4496856
2 1075 4339790
2 333 4350358
2 792 3783450
2 1571 3793657
3 1736511 2930
2 843 1739962
2 239 2700246
2 1988 2707966
3 1986327 1434
2 2673 1985525
3 3910402 2679
2 1964 3909212
2 1223 4116147
2 1919 4105635
2 2754 2651034
2 217 4508236
2 1717 4516441
2 1176 2642453
2 557 4018688
2 600 4008767
2 1993 3578844
2 1765 3589305
2 1119 4311072
2 601 4301000
3 4642 1099
3 1956919 854
2 659 4862
2 1056 1956818
2 2268 3705699
2 459 3842250
2 2275 1751742
2 1432 4828175
3 3626712 2691
2 2222 3626946
3 3246794 2433
2 2606 3246708
3 3852698 2952
2 1277 3853536
3 2273580 1201
2 2626 2271497
3 203756 1265
2 408 204041
2 1063 4819812
2 1529 2533545
3 2123471 2909
3 1806353 1326
2 2874 2123488
3 1241243 1223
3 2015316 2067
3 1107195 1361
2 627 1241664
3 4438870 2508
2 2019 2015340
2 182 4440033
2 1115 1107318
2 1027 2544171
3 3877667 2317
3 2271497 2626
2 2887 3877382
2 464 2272578
2 1755 2064948
2 1630 4036790
3 2686788 -1
3 4574744 1697
3 3432276 1282
2 2703 3431760
2 1778 4574985
2 532 4027514
3 3988960 1577
3 2345763 1522
2 123 2346463
3 3798597 1434
3 819934 -1
3 2190502 2860
2 1214 3800923
2 635 2191615
3 710904 1697
2 122 711786
3 752636 -1
2 2844 3988327
2 2142 4077392
2 1807 3186684
2 342 3197963
2 913 3041710
2 1694 3207731
3 3968518 1988
2 4811708 -1
2 2332 3968346
3 2851404 1388
2 64 2852177
2 2055 2846924
2 1669 2855632
2 2691 3217382
2 2614 3030656
2 656 2885719
2 1288 2875345
3 1566634 2055
3 198800 1269
2 225 1568044
3 2302550 2778
2 2728 2300710
3 4784341 2261
3 3365325 1949
2 2544 4784200
2 1713 3365443
2 176 199489
2 1968 2622078
2 653 2612615
2 1259 3773182
2 1248 2103590
3 3217382 2691
2 1709 3217873
2 2098 2092554
2 265 2182680
3 3700502 2199
3 4775994 368
2 1042 3698698
2 655 4777669
3 593087 2481
2 653 594001
2 2063 588596
3 4537783 1868
2 1376 4538029
2 895 598579
2 2390 2562553
2 2597 2572333
2 426 3178914
3 495366 2498
2 160 496535
3 4110745 1863
2 1668 500485
2 2276 490773
3 2214647 2649
2 1469 2215237
2 1031 4111335
3 3807833 2761
2 388 3809035
2 382 2220796
3 1384236 2550
2 1215 1384903
3 837569 2631
2 2977 839239
2 1306 2210303
2 61 3168412
3 223797 -1
2 1415 2391555
2 2940 3596919
2 1990 3607172
3 2483953 2288
2 1146 2484524
3 3426168 -1
2 2553 1819762
2 636 1830742
2 2842 4358385
2 2232 3266402
3 97075 -1
2 2518 3275545
2 1144 1806588
2 257 4213441
2 54 4203815
3 515508 1151
2 55 516052
2 2718 1312692
2 625 1323123
3 4379980 1859
3 2974581 183
2 50 2974648
2 2744 4379537
2 1255 2797628
2 382 2808001
2 2546 4453274
2 196 296628
2 1448 306679
2 888 1274238
2 92 1283923
2 1640 2583045
2 697 2594038
2 469 4527908
3 2385520 2685
2 2583 2385731
2 260 4282941
3 4634182 2227
3 3236992 643
2 529 4635026
3 3961356 -1
2 566 3237031
2 2683 4291212
2 291 2524839
2 1731 4488596
2 1132 4479019
2 879 4663224
3 2092554 2098
3 4111335 1031
3 3204475 -1
3 999259 -1
2 2805 4110448
2 196 2093505
2 1927 4652694
3 356911 723
2 2642 355952
3 2622078 1968
2 2387 2621868
2 877 1079510
2 1252 1087549
2 2839 4223077
2 1183 4233952
3 1609318 -1
2 648 667232
2 2406 677026
2 2329 3550294
2 1400 3540501
2 2370 1203294
2 309 1214454
2 340 1889984
2 2463 1878064
2 2507 2925047
2 1418 1166024
2 2632 1154843
2 270 1174958
2 1496 1184132
2 980 4751786
2 503 2867004
2 2317 2895645
2 1682 2659821
2 2274 2669327
